ema_fast,ema_slow,ema_mid,ema_long,buy_signal,sell_signal,total_trades,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,final_equity,pnl_percent
54,70,89,150,29,26,10,60.0,90.025566,-21.793548,6.1963,4.0487,1452.9792,45.2979
54,70,89,180,47,48,17,58.82,55.87453,-13.714921,5.82,4.1095,1462.7409,46.2741
54,70,89,200,62,58,22,45.45,57.654959,-11.105092,4.3265,6.3456,1443.2885,44.3288
54,70,89,233,76,75,27,37.04,65.159452,-11.68451,3.2803,8.6159,1452.9578,45.2958
54,70,89,250,79,84,27,37.04,65.159452,-11.965977,3.2032,8.4491,1448.1729,44.8173
54,70,89,300,89,93,27,37.04,71.315233,-12.333852,3.4012,7.9087,1503.4768,50.3477
54,70,100,150,25,18,7,57.14,134.93709,-16.648138,10.807,3.0451,1489.8039,48.9804
54,70,100,180,47,47,16,56.25,61.897974,-12.832327,6.2018,3.6894,1467.2555,46.7255
54,70,100,200,59,57,21,47.62,57.654959,-11.752897,4.4596,6.3282,1447.2677,44.7268
54,70,100,233,74,77,27,37.04,65.159452,-12.151329,3.1543,8.6622,1445.0219,44.5022
54,70,100,250,80,84,26,34.62,72.214553,-11.965977,3.195,8.4586,1446.5094,44.6509
54,70,100,300,90,92,27,37.04,70.10529,-12.333852,3.3435,7.9717,1491.3774,49.1377
54,70,120,150,10,9,3,33.33,285.159087,-10.224379,13.9451,1.3526,1264.7103,26.471
54,70,120,180,39,38,14,57.14,76.404301,-18.724072,5.4407,5.0479,1498.89,49.889
54,70,120,200,56,53,19,52.63,57.809643,-13.730362,4.6782,5.7926,1454.5232,45.4523
54,70,120,233,72,76,24,37.5,73.654883,-13.20047,3.3478,7.3516,1464.8869,46.4887
54,70,120,250,80,83,25,36.0,73.654883,-12.664144,3.2715,7.6663,1460.2676,46.0268
54,70,120,300,90,93,26,38.46,69.504567,-13.300535,3.2661,7.5533,1482.2371,48.2237
